time,enc_pos,voltagep_motor,voltagep_rightmotor,voltage,current_motor,current_rightmotor,zeroed,endlogtime
3.2425739999999994,0,0.0,0.0,12.25,0.0,0.0,1,3.2533229999999995
3.4199350000000006,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.375,1,3.4290739999999995
3.5098550000000004,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.5,1,3.514811999999999
3.580490999999999,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.375,1,3.585534999999999
3.652032,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.5,1,3.6577519999999994
3.7327169999999996,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.5,1,3.7362429999999995
3.8043499999999995,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,3.8112079999999997
3.874397,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,3.8800299999999996
3.957317,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,3.9605330000000003
4.041703,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,4.045836
4.117578000000001,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.5,1,4.119283
4.184552999999999,0,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.5,1,4.190319999999999
4.258453,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,4.262629
4.325783,0,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.5,1,4.334507999999999
5.837896,9,0.0,0.0,12.25,0.0,0.0,1,5.8406709999999995
5.929962000000001,9,-0.09970674486803519,0.09970674486803519,12.25,0.25,0.25,1,5.934583
6.018135999999999,9,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.25,1,6.0232719999999995
6.100462,9,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.25,1,6.114435
6.190257000000001,9,-0.09970674486803519,0.09970674486803519,12.15,0.375,0.25,1,6.194146
6.275334,9,-0.09970674486803519,0.09970674486803519,12.15,0.375,0.25,1,6.280087000000001
6.355106999999999,9,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.25,1,6.363644999999999
6.441179999999999,9,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.25,1,6.443419999999999
6.525328999999998,9,-0.09970674486803519,0.09970674486803519,12.15,0.25,0.25,1,6.530500999999999
6.627947999999999,9,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.25,1,6.630185
6.697167,9,-0.09970674486803519,0.09970674486803519,12.1,0.375,0.25,1,6.701332
6.781503,9,-0.09970674486803519,0.09970674486803519,12.1,0.375,0.25,1,6.786027999999999
6.855347999999999,9,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.25,1,6.85698
6.930446999999999,9,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.25,1,6.938931999999999
7.01128,9,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.25,1,7.016121
7.099031,9,-0.09970674486803519,0.09970674486803519,12.1,0.25,0.25,1,7.106791
7.193021,-10,-0.19941348973607037,0.19941348973607037,12.1,1.5,1.125,1,7.195113
7.267100999999999,-49,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.75,1,7.276212
7.349836,-86,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.75,1,7.353464999999999
7.4237470000000005,-124,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,7.426685
7.514603,-158,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,7.518236
7.607507999999999,-204,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,7.6111390000000005
7.682678999999999,-244,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.75,1,7.685068
7.772355,-287,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,7.778708
7.859892999999999,-339,-0.19941348973607037,0.19941348973607037,11.9,1.625,1.75,1,7.861541
7.9344149999999996,-392,-0.19941348973607037,0.19941348973607037,11.9,1.625,1.75,1,7.936294999999999
8.006568,-446,-0.19941348973607037,0.19941348973607037,11.9,1.625,1.75,1,8.010567
8.084557,-493,-0.19941348973607037,0.19941348973607037,11.9,1.625,1.75,1,8.09197
8.174669,-539,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.75,1,8.178911
8.256345000000001,-582,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,8.259311999999998
8.330344,-622,-0.19941348973607037,0.19941348973607037,11.9,1.75,1.875,1,8.337025
8.415203000000002,-656,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,1.875,1,8.41911
8.497202000000001,-684,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.501083999999999
8.581670999999998,-720,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.588797999999999
8.680050999999999,-752,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.682214
8.771682,-792,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.773474999999998
8.841776999999999,-829,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,1.875,1,8.848095
8.918419999999998,-856,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.922916
8.996025000000001,-890,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,8.998092
9.069405999999999,-919,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,9.080322
9.163327,-961,-0.19941348973607037,0.19941348973607037,11.850000000000001,1.75,2.0,1,9.168322
